id,sentence,eng_result,kor_result
1126,[유리한 정상] 유형력 및 추행의 정도가 중한 수준에 이르렀다고 보이지는 않는다.,[Interesting normal] It does not appear that the degree of tangible power and harassment has reached a serious level.,[흥미로운 정상] 유형권력과 괴롭힘의 정도가 심각한 수준에 이르지는 않은 것으로 보인다.
1129,피고인은 상당한 기간 동안 지속적·반복적으로 피해자를 강제로 추행함으로써 피해자에게 극심한 성적 수치심을 안겨 준 것이므로 그 죄가 가볍지 아니하다.,"The Defendant continuously and repeatedly molested the victim for a considerable period of time, causing extreme sexual shame to the victim, so the crime is not light.",피고는 상당기간 지속적이고 반복적으로 피해자를 추행하여 피해자에게 극심한 성적 수치심을 유발하여 죄질이 가볍지 않다.
1146,피고인은 판시 기재와 같이 피해자를 강제로 추행함으로써 피해자에게 극심한 공포심과 성적 수치심을 안겨준 것으로 그 죄가 결코 가볍다고 할 수 없다.,"As stated in the judgment, the Defendant inflicted extreme fear and sexual shame on the victim by forcibly molesting the victim, and the crime cannot be said to be light.","판결문에서 밝힌 바와 같이 피고는 피해자를 강제추행하여 피해자에게 극도의 공포와 성적 수치심을 주었으며, 죄질이 가볍다고 할 수 없다."
1146,피고인이 범행 과정에서 피해자에게 행사한 폭행·협박 등 유형력의 정도가 비교적 중하지 아니한 점,"The degree of physical force, such as assault and intimidation, that the Defendant exercised against the Victim during the crime is relatively insignificant",피고인이 범행 당시 피해자에게 행사한 폭행·협박 등 물리적 위력의 정도는 상대적으로 미미하다.
1152,피고인의 책임이 무겁다고 할 수 있다.,It can be said that the defendant's responsibility is heavy.,피고인의 책임이 무겁다고 할 수 있다.
1197,범행태양‧추행의 부위 및 정도 등에 비추어 죄질이 나쁘다.,The quality of crime is bad in light of the part and degree of crime and harassment.,범죄의 질은 범죄와 괴롭힘의 부분과 정도에 비추어 볼 때 나쁘다.
1503,[불리한 정상] 별다른 이유도 없이 공무집행 중인 경찰공무원에게 폭행을 가하고 그 폭행의 정도도 가볍지 아니한 점,[Inconvenient normal] The fact that he/she assaulted a police official who was performing official duties without any special reason and the degree of the assault was not light,[불편한 정상] 공무를 수행하던 경찰관을 특별한 사유 없이 폭행한 점과 폭행 정도가 가볍지 않은 점 등이다.
1513,법집행이나 법질서에 대한 무시적인 태도를 적나라하게 드러내는 죄로서 법치주의의 근간을 흔드는 중대한 범죄이다.,It is a serious crime that shakes the foundation of the rule of law as a crime that blatantly reveals disregard for law enforcement or legal order.,법 집행이나 법질서에 대한 무시가 노골적으로 드러나는 범죄로서 법치주의의 근간을 흔드는 중대한 범죄다.
1522,피해 경찰관이 피고인에 대한 엄중한 처벌을 원하고 있는 점 등을 고려하면,"Considering that the victim police officer wants severe punishment for the defendant,","피해 경찰관이 피고인에 대한 엄벌을 원하고 있는 점을 고려하면,"
1540,위 증거에 의하면 이 사건 당시 피고인이 경찰공무원에게 가한 폭행의 정도가 중하고 그로 인하여 경찰공무원은 무릎 부위 살갗이 까지는 상처를 입었다.,"According to the above evidence, the degree of assault that the Defendant inflicted on the police officer at the time of this case was serious, and as a result, the police officer was injured up to the skin of the knee.",위와 같은 증거에 의하면 피고인이 이 사건 당시 경찰관에게 가한 폭행의 정도가 심각하여 경찰관이 무릎 피부까지 상해를 입었다.
1554,피고인이 행사한 유형력의 정도가 비교적 중하지 않은 점 등을 유리한 정상으로 참작하고,"Taking into account the fact that the degree of tangible power exercised by the Defendant is relatively insignificant, etc. as an advantageous summit",피고가 행사하는 유형권력의 정도가 상대적으로 경미한 점 등을 유리한 정상회담으로 보아
1579,피고인이 이미 공무집행방해죄로 수차례 처벌받은 전력이 있음에도 다시 이 사건 범행을 저질렀다는 점에서 엄중한 처벌이 필요하다.,Strict punishment is needed in that the defendant has committed the crime again even though he has already been punished several times for obstruction of justice.,이미 수차례 공무집행방해죄로 처벌을 받았음에도 피고인이 다시 범행을 저질렀다는 점에서 엄정한 처벌이 필요하다.
1579,피고인이 행사한 폭행의 정도가 비교적 중하지 아니한 점,The fact that the degree of assault exercised by the Defendant is relatively insignificant,피고가 행사한 폭행의 정도가 비교적 경미하다는 점
1580,피고인이 행사한 유형력의 정도가 비교적 경미한 점,The fact that the degree of tangible power exercised by the Defendant is relatively minor,피고가 행사하는 유형권의 정도가 비교적 경미하다는 점
1604,경찰관에 대한 폭행의 정도가 그리 중하지 아니하였던 점,The degree of assault on a police officer was not very significant,경찰관에 대한 폭행의 정도는 그리 크지 않았다.
1622,[불리한 정상] 별다른 이유도 없이 술에 취하여 공무집행 중인 경찰공무원에게 폭행을 가하고 그 폭행의 정도도 가볍지 아니한 점,[Inconvenient normal] The fact that he/she was drunk and assaulted a police official who was performing his/her official duties without any special reason and the degree of assault was not light,[불편한 정상] 술에 취해 공무를 수행하던 경찰 간부를 특별한 이유 없이 폭행한 사실과 폭행 정도가 가볍지 않았다.
1647,공무집행방해죄는 정당한 공권력의 행사를 무력화시켜 국가의 기능을 해하는 범죄로 그 책임이 가볍지 않다.,"The crime of obstructing the execution of official duties is a crime that undermines the function of the state by neutralizing the exercise of legitimate public power, and its responsibility is not light.",공무집행방해죄는 정당한 공권력 행사를 무력화시켜 국가 기능을 저해하는 범죄로 그 책임이 가볍지 않다.
1665,피해 정도 무겁지 아니한 것으로 보이는 점 등을 주요 정상으로 참작한다.,The fact that the damage does not appear to be heavy is taken into account as the main normal.,피해가 크지 않은 것으로 보이는 점이 주범으로 꼽힌다.
1668,피고인의 폭행 정도가 매우 중하지는 않은 점,The fact that the degree of assault by the Defendant is not very serious,피고에 의한 폭행의 정도가 심하지 않다는 점
1673,죄책이 가볍지 않다.,The crime is not light.,그 범죄는 가볍지 않다.
1677,폭행 부위에 비추어 이 사건 범행의 범정이 가볍지 아니하다.,"In light of the assault area, the crime in this case is not light.","폭행 지역에 비추어 볼 때, 이 사건 범죄는 가볍지 않다."
1680,피고인은 공무를 집행하는 경찰관 2명을 주먹과 발로 때려 폭행하였던바 피고인의 죄책이 무겁다.,"The Defendant assaulted two police officers performing official duties by punching and kicking, and the Defendant's guilt is heavy.",피고인은 공무를 수행하는 경찰관 2명을 주먹으로 때리고 발로 차는 등 폭행을 가하여 피고인의 죄질이 무겁다.
1688,- 특별감경인자: 폭행·협박·위계 또는 공무방행의 정도가 경미한 경우,"- Special mitigation factors: Where the degree of assault, intimidation, hierarchy, or official duties is minor;","- 특수 경감 계수: 폭행, 협박, 위계 또는 공무의 정도가 경미한 경우"
1688,이 사건 행위태양이 다소 경미한 점을 고려하여 형의 집행을 유예하고,The execution of the sentence is suspended in consideration of the slight aspect of the act in this case,이 사건 행위의 경미한 면을 고려하여 형의 집행을 정지한다.
1708,피고인은 술에 취하여 신고를 받고 출동한 경찰관들에게 욕설을 하고 폭행하는 등의 방법으로 공무집행을 방해하여 죄질이 나쁘다.,The Defendant is guilty of obstructing the execution of official duties by swearing and assaulting police officers who were reported to be drunk.,피고인은 음주 신고를 받은 경찰관에게 욕설과 폭행을 가하여 공무집행을 방해한 죄가 있다.
1708,피고인이 한 폭행의 정도가 중하지 않다.,The degree of assault committed by the Defendant is not serious.,피고가 저지른 폭행의 정도는 심각하지 않다.
1718,행사된 유형력의 정도 및 공무집행방해의 정도가 그리 중하지 않은 점을 비롯하여 피고인의 연령,"The age of the Defendant, including the degree of tangible power exercised and the degree of obstruction of performance of official duties are not very important","피고인의 나이, 유형권 행사 정도, 공무집행 방해 정도 등은 그다지 중요하지 않다."
1719,- 감경요소: 폭행․협박․위계의 정도가 경미한 경우,"- Reduction factors: Where the degree of assault, intimidation, or hierarchy is minor","- 감소 계수: 폭행, 협박 또는 위계질서의 정도가 경미한 경우"
1719,○ 불리한 정상: 이 사건 범행은 피고인이 정당하게 공무를 집행하는 경찰관을 폭행한 것으로서 그 죄질이 중한 점,"○ Adverse normalcy: The crime in this case is that the Defendant assaulted a police officer who performed official duties properly, and the crime is serious",○ 역정규성: 이 사건 죄목은 피고인이 공무를 제대로 수행한 경찰관을 폭행한 것으로 죄질이 중하다.
1719,피고인의 공무방해의 정도가 비교적 경미하고,The degree of obstruction of official duties of the accused is relatively minor,피고인의 공무집행방해 정도가 비교적 경미하다.
1719,피해 경찰관에게 중한 결과가 발생하지는 않은 점 등 참작,Taking into account the fact that no serious consequences have occurred for the victim police officer,피해 경찰관에게 중대한 결과가 발생하지 않은 점을 참작하여
1720,피해 경찰관에 대한 폭행의 정도가 매우 중하지는 않은 점 등 피고인에게 유리한 정상이 있고,"There is a summit in favor of the defendant, such as the fact that the degree of assault on the victim police officer is not very serious",피해 경찰관에 대한 폭행 정도가 그다지 심하지 않다는 등 피고인에게 유리한 정상회담이 있다.
1725,피고인의 음주습벽 및 충동장애 병력에 비추어 볼 때 재범의 위험성이 우려되므로 이를 막기 위해선 엄중한 경고가 필요하여 징역형을 선택함.,"In light of the Defendant's history of drinking habit and impulsive disorder, there is a concern about the risk of recidivism, so a strict warning is required to prevent it, so a prison sentence was selected.",피고인의 음주습관과 충동장애 이력에 비추어 재범의 위험성이 우려되므로 이를 예방하기 위해서는 엄중한 경고가 필요하므로 징역형을 선정하였다.
1743,피해 경찰관이 입은 피해의 정도가 비교적 경미한 점,The extent of the damage suffered by the police officer is relatively minor,경찰관이 입은 피해의 정도는 비교적 경미하다.
1749,술에 취해 순찰차에 올라타는 등 행패를 부리다가 경찰관 2명을 폭행하여 공무집행을 방해한 범행으로 죄질이 나쁘다.,The crime is bad because he assaulted two police officers while getting into a patrol car while drunk and interfering with the execution of official duties.,술에 취해 순찰차에 올라 공무집행을 방해하다 경찰관 2명을 폭행해 죄질이 나쁘다.
1749,다행히 피해가 비교적 경미한 정도에 그쳤다.,"Fortunately, the damage was only relatively minor.",다행히 피해는 비교적 경미했다.
1751,이 사건 범행은 경찰공무원의 정당한 직무 집행을 방해한 것으로 그 죄질이 결코 가볍지 아니하나,"The crime in this case interfered with the legitimate execution of duties of a police official, and the crime is never light",이 사건 범죄는 경찰공무원의 정당한 직무집행을 방해한 것으로 죄질이 결코 가볍지 않다.
1752,정당하게 공무를 수행하는 경찰관을 폭행하여 공무집행을 방해하는 범죄는 죄질이 나쁘다.,Crimes that interfere with the execution of official duties by assaulting a police officer who performs official duties are of a bad nature.,공무를 수행하는 경찰관을 폭행해 공무집행을 방해하는 범죄는 악질이다.
1752,다만 유형력 행사의 정도가 비교적 중하지 아니한 점,"However, the degree of exercise of tangible force is not relatively important",그러나 유형력의 행사 정도는 상대적으로 중요하지 않다.
1767,- 감경요소: 폭행·협박·위계의 정도가 경미한 경우,"- Reduction factors: In cases where the degree of assault, intimidation, or hierarchy is minor","- 감소 계수: 폭행, 협박 또는 위계질서의 정도가 경미한 경우"
1767,- 주요긍정사유: 폭행·협박·위계의 정도가 경미한 경우,"- Major positive reasons: Where the degree of assault, intimidation, or hierarchy is minor","- 주요 긍정적인 이유: 폭행, 협박 또는 위계질서의 정도가 경미한 경우"
1767,술에 취해 흥분한 피고인 일행을 달래는 출동 경찰관에게 도리어 심한 욕설을 퍼붓고 유형력을 행사한 것이어서 죄질이 가볍지 않아 징역형을 선택하되,"He used harsh swear words and exercised tangible force to the dispatched police officer who soothed the drunk and excited defendant's party, so he chose imprisonment because the crime was not light",술에 취해 흥분한 피고인 일행을 달래는 출동한 경찰관에게 거친 욕설과 가시적인 위력을 행사해 죄질이 가볍지 않아 실형을 택했다.
1769,이러한 범행 경위와 범행 방법 등에 비추어 이 사건 범행의 범정이 매우 무겁다.,"In light of the circumstances of the crime and the method of the crime, the crime in this case is very heavy.",범행경위와 범행방법에 비추어 볼 때 이 사건 죄질은 매우 무겁다.
1797,구급대원의 피해가 중하지 않은 것으로 보인다.,The damage to the paramedics does not appear to be serious.,구급대원들의 피해는 크지 않은 것으로 보인다.
1811,피해 공무원에게 중한 피해가 발생하였다거나 중한 공무집행방해의 결과가 초래되지는 아니한 점,The fact that serious damage has occurred to the affected public officials or that there has been no result of serious obstruction of the performance of official duties;,피해 공무원에게 중대한 피해가 발생하였거나 공무수행에 중대한 지장을 초래한 결과가 없는 점
1818,피해 경찰관 2명의 얼굴과 가슴을 발로 차 공무집행방해 정도가 가볍지 않은 점,The degree of obstruction of justice is not light by kicking the faces and chests of the two police officers,두 경찰관의 얼굴과 가슴을 걷어차는 등 공무집행방해 정도가 가볍지 않다.
1844,피고인의 이 사건 공무집행방해 범행은 그 죄책이 가볍지 아니한 점,The Defendant's crime of obstructing the execution of official duties in this case is not light,이 사건 피고인의 공무집행방해죄는 가볍지 않다.
1845,피고인과 일행의 위와 같은 소란스런 행동을 제지하던 경찰관에게 폭행을 행사하여 그의 정당한 공무집행을 방해한 점에서 그 죄책이 무겁다.,The crime is heavy in that it interfered with the legitimate execution of official duties by assaulting a police officer who was restraining the above noisy behavior of the Defendant and the party.,피고인과 당사자의 위와 같은 소란행위를 제지하던 경찰관을 폭행하여 정당한 공무집행을 방해하였다는 점에서 죄질이 무겁다.
1857,협박의 정도가 경미한 점,a slight degree of intimidation,약간의 협박.
1864,피고인이 경찰관에게 가한 폭행의 정도가 가볍지 아니한 점,The fact that the degree of assault the Defendant inflicted on the police officer is not light,피고인이 경찰관에게 가한 폭행의 정도가 가볍지 않다는 사실
1865,[특별양형인자] 감경요소 : 폭행·협박·위계의 정도가 경미한 경우,"[Special sentencing factor] Reduction factor: Where the degree of assault, intimidation, or hierarchy is minor","[특수 양형 요인] 감경 요인: 폭행, 협박 또는 위계질서의 정도가 경미한 경우"
1865,다만 피고인이 행사한 유형력 행사의 정도가 중하지 않은 점,"However, the degree of exercise of tangible force exercised by the Defendant is not significant",그러나 피고가 행사한 유형력의 행사 정도는 크지 않다.
1879,별다른 이유도 없이 술에 취하여 공무집행 중인 경찰공무원들에게 폭행을 가하였고 그 폭행의 정도가 가볍지 않은 점,"The fact that he/she was drunk and assaulted police officials who were performing official duties without any special reason, and the degree of assault was not light","술에 취해 공무를 수행하던 경찰관들을 특별한 이유 없이 폭행한 점, 폭행의 정도가 가볍지 않다는 점 등이다."
1880,범행동기도 불법주차된 차량을 이동해달라는 신고를 받고 경찰관이 차량이동을 요청했다는 이유로 도로 가운데 누워 교통을 방해하고 이에 여러 사람의 신고를 받고 출동한 경찰이 피고인의 안전을 위해 이동을 요구함에도 경찰관을 폭행하고 깨무는 등 폭행한 것으로 그 죄질이 매우 나쁘고 우발적인 범행으로 보기도 힘들다.,"The motive for the crime is also very bad and it is hard to regard it as an accidental crime, even though the police, who were dispatched after receiving a report to move an illegally parked vehicle, interfered with traffic on the road and demanded movement for the safety of the crime is very bad.",불법 주정차 차량을 옮기라는 신고를 받고 출동한 경찰이 도로 교통을 방해하고 범죄의 안전을 위해 이동을 요구했음에도 범행 동기가 매우 나쁘고 우발적 범행으로 보기도 어렵다.
1883,국가의 법질서 기능을 저해하는 범죄로서 엄중하게 다룰 필요가 있다.,It is necessary to treat it severely as a crime that hinders the function of the state's legal order.,국가의 법질서 기능을 저해하는 범죄로 엄중히 취급할 필요가 있다.
1889,정당하게 공무를 집행하는 경찰관을 상대로 폭력을 휘둘러 공무집행을 방해하는 범죄는 죄질이 나쁘다.,Crimes that interfere with the execution of official duties by wielding violence against police officers who execute their official duties are bad.,공무를 집행하는 경찰관에게 폭력을 휘둘러 공무집행을 방해하는 범죄는 나쁘다.
1893,폭행 정도가 중하다고 보기 어려운 점,It's hard to say that the assault is serious,폭행이 심각하다고 보기는 어렵다.
1894,경찰관에 대한 유형력 행사의 정도가 매우 중하지는 않은 점,The degree of exercise of tangible force against police officers is not very important,경찰관에 대한 유형적 무력행사의 정도는 그다지 중요하지 않다.
1898,112신고를 받고 출동한 경찰관에게 욕설을 퍼붓고 거세게 대들었으며 지구대로 연행된 후에도 또다시 폭력을 휘두른 점 등을 종합하면 죄책을 가볍게 볼 수 없으므로 엄중히 경고할 필요가 있어 징역형을 선택함.,"Considering that he cursed and fiercely confronted police officers who were dispatched after receiving 112 reports, and that he used violence again even after being taken to the police station, he chose imprisonment because he needed to warn them severely.","112 신고를 받고 출동한 경찰관들에게 욕설을 퍼붓고 격렬하게 맞섰고, 경찰서로 연행된 뒤에도 또다시 폭력을 행사한 점 등을 고려해 엄중한 경고가 필요해 실형을 택한 것이다."
1898,주둔지 국민과 그 문화를 존중하려는 마음가짐 등의 사정을 참작할 때 앞길이 창창한 피고인에게 실수를 만회하고 향후에도 직업군인으로서의 역할을 충실히 수행할 수 있는 기회를 허용함이 합당하므로,"Considering the circumstances such as the people of the garrison and the mindset to respect their culture, it is reasonable to allow the Defendant, who has a bright future, to make up for mistakes and faithfully fulfill his role as a professional soldier in the future","위수부대의 사람들과 그들의 문화를 존중하는 마음가짐 등의 사정을 고려할 때, 미래가 밝은 피고인이 실수를 만회하고 앞으로 직업군인으로서의 역할을 충실히 수행할 수 있도록 하는 것이 타당하다."
1899,○ 불리한 정상: 피고인의 폭행 정도가 비교적 중한 점,○ Adverse Normal: The degree of assault by the Defendant is relatively serious,○ 역정규격: 피고에 의한 폭행의 정도가 비교적 심각하다.
1907,피고인이 행사한 폭력의 정도는 중하지 않다.,The degree of violence exercised by the defendant is not serious.,피고인이 행사한 폭력의 정도는 심각하지 않다.
1918,이 사건 폭행의 정도가 비교적 가볍지 아니하다.,The degree of assault in this case is not relatively light.,이 사건의 폭행 정도는 비교적 가볍지 않다.
1929,[유형의 결정] 공무집행방해범죄 > 01. 공무집행방해 > [제1유형] 공무집행방해/직무강요 [특별양형인자] 감경요소 : 폭행·협박·위계의 정도가 경미한 경우,"[Type of Decision] Crime of Obstruction of Official Execution > 01. Obstruction of Official Execution > [Type 1] Obstruction of Official Execution / Compelling of Duty [Special Sentencing Factor] Reduction Factors: In case of assault, intimidation, or hierarchy is minor","[결정유형] 공무집행방해죄 > 01 공무집행방해 > [제1종] 공무집행방해/직무강요[특수징역] 감경요인 : 폭행, 협박, 위계질서가 경미한 경우"
1929,폭행의 정도가 중하지는 않은 점,the extent of the assault is not serious,폭행의 정도는 심각하지 않다.
1938,- 감경요소: 폭행의 정도가 경미한 경우,- Mitigating factors: Minor violence,- 완화 요인: 경미한 폭력
1938,- 주요긍정사유: 폭행의 정도가 경미한 경우,- Major reasons for positivity: Minor degree of assault,- 긍정적인 주요 이유: 경미한 폭행 정도
1938,이 사건 폭행의 정도가 경미한 점,The minor extent of the assault in this case,이 사건에서 폭행의 경미한 정도는
1944,공무집행방해죄는 국가의 기능을 해하는 죄이므로 엄중한 처벌을 필요로 하는 점 등을 고려하면,"Considering that the crime of obstruction of the execution of official duties is a crime that harms the function of the state, severe punishment is required, etc",공무집행방해죄가 국가의 기능을 해치는 죄임을 감안하여 엄벌 등이 필요하다.
1946,3. 선고형의 결정 피고인이 경찰관에게 가한 폭행 정도가 경미한 점,3. Decision of sentence The degree of assault the Defendant inflicted on the police officer is minor,3. 형의 결정 피고인이 경찰관에게 가한 폭행의 정도는 경미하다.
1949,피고인이 경찰관을 상대로 행사한 폭행의 정도가 가볍지 아니하였다.,The degree of assault that the Defendant exercised against the police officer was not light.,피고인이 경찰관을 상대로 행사한 폭행의 정도는 가볍지 않았다.
1955,이로 인해 피해 경찰관들의 방범 및 순찰업무에 상당한 지장을 준 점 등을 종합하면 죄책을 가볍게 볼 수 없으므로 징역형을 선택하되,"Considering that this has significantly interfered with the crime prevention and patrol work of the affected police officers, the crime cannot be viewed lightly, so a prison sentence should be selected",이로 인해 피해 경찰관의 범죄예방 및 순찰업무에 현저한 지장을 초래한 점을 고려할 때 범죄를 가볍게 볼 수 없으므로 징역형을 선택하여야 한다.
1955,다행히 경미한 폭행이어서 피해 경찰관이 다치지 않은 점,"Fortunately, it was a minor assault, so the victim police officer was not injured",다행히 가벼운 폭행이어서 피해 경찰관은 다치지 않았다.
1957,경찰관에 대한 폭행의 정도도 가볍지 아니한 점,The degree of assault on a police officer is not light,경찰관에 대한 폭행의 정도는 가볍지 않다.
1969,[특별양형인자] 감경요소: 폭행·협박·위계 또는 공무방해의 정도가 경미한 경우,"[Special sentencing factor] Reduction factor: Where the degree of assault, intimidation, hierarchy, or obstruction of official duties is minor","[특수 양형 요인] 감경 요인: 폭행, 협박, 위계질서 또는 공무집행방해의 정도가 경미한 경우"
1977,o 불리한 정상 : 공무를 수행하는 경찰관에 대하여 욕설과 폭행을 가한 것으로 죄질이 가볍지 아니하고,o Adverse normal: The crime is not light because he abused and assaulted a police officer performing official duties,o 역정규격: 공무를 수행하는 경찰관을 학대하고 폭행했기 때문에 죄질이 가볍지 않다.
1991,별건으로 재판 중에 있음에도 불구하고 또 다시 이 사건 범행을 저지르는 등 그 죄책이 가볍지 아니하나,"Despite being on trial for a separate case, the crime is not light, such as committing another crime in this case",별도의 사건으로 재판을 받고 있음에도 이 사건에서 또 다른 범죄를 저지르는 등 죄질이 가볍지 않다.
1991,공무방해의 정도가 상대적으로 경미한 점,a relatively minor degree of obstruction of official duties,공무집행방해의 비교적 경미한 정도
1993,공무집행방해나 폭행의 정도가 매우 중하지는 않은 점 등은 유리한 정상이다.,It is advantageous that the degree of obstruction of official duties or assault is not very serious.,공무집행방해나 폭행 정도가 크지 않다는 점이 유리하다.
2005,피고인이 행사한 폭행·협박의 정도가 가볍지 않다.,The degree of assault and intimidation exercised by the Defendant is not light.,피고인이 행사한 폭행과 협박의 정도가 가볍지 않다.
2017,○ 불리한 정상: 피고인이 경찰공무원의 신체에 직접적인 유형력을 행사한 것으로 그 죄질이 가볍지 않은 점,"○ Adverse normalcy: The Defendant exercised direct physical force on the body of a police official, and the crime is not light",○ 역정규성: 피고는 경찰공무원의 신체에 직접적인 물리력을 행사하여 죄질이 가볍지 않다.
2022,피고인이 경찰관을 폭행한 정도가 가볍지 않다.,The degree to which the accused assaulted the police officer is not light.,피고인이 경찰관을 폭행한 정도는 가볍지 않다.
2034,주점에서 술에 취해 행패를 부리다가 신고를 받고 출동한 경찰관에게 주먹을 휘둘러 그의 얼굴을 폭행한 범행으로 죄질이 나쁘다.,The crime is bad for assaulting his face by swinging his fist at a police officer who was reported to be drunk and violent at a bar.,술집에서 술에 취해 행패를 부린다는 신고를 받은 경찰관에게 주먹을 휘둘러 얼굴을 폭행한 죄질이 나쁘다.
2040,폭행 및 공무 방해 정도 경미한 점 등을 감안하여 주문과 같이 판결한다.,The judgment shall be made as per Disposition in consideration of the minor degree of assault and obstruction of official duties.,경미한 폭행 정도와 공무집행방해 등을 고려하여 처분에 따라 판단한다.
2045,[불리한 정상] 행사한 폭력의 정도가 중하다.,The extent of the violence exercised is critical.,폭력의 범위는 매우 중요하다.
2045,[유리한 정상] 공무집행방해의 정도가 중한 수준에 이르지 않았다.,The degree of obstruction of justice did not reach a serious level.,공무집행방해 정도는 심각한 수준에 이르지 않았다.
2053,특히 이 사건 범행은 피고인이 신고를 받고 출동하여 인적사항을 확인하려는 경찰공무원의 목 부위를 주먹으로 치는 등 경찰공무원의 신체에 직접적인 유형력을 행사한 것으로 그 죄질이 가볍지 아니할 뿐만 아니라,"In particular, the crime in this case was a direct exercise of tangible power on the body of a police official, such as punching the neck of a police official who was dispatched after receiving a report and trying to check his personal information",특히 이번 사건 범행은 신고를 받고 출동한 경찰 간부의 목을 주먹으로 때리고 인적사항을 확인하려 하는 등 경찰 간부의 신체에 직접적인 유형권력을 행사한 것이다.
2060,피고인이 정복을 착용한 경찰공무원의 공무집행을 방해한 행위는 그 죄책이 결코 가볍지 않다.,The Defendant's crime of obstructing the execution of official duties of a police official wearing a uniform is by no means light.,제복을 입은 경찰공무원의 공무집행을 방해한 피고인의 죄는 결코 가볍지 않다.
2064,경위 등에 나타난 죄질이 가볍지 않으나,"The crime shown in the background is not light,",배경에 나타난 범죄는 가볍지 않지만
2066,범행 경위와 방법 및 전후 정황에 비추어 그 범정이 무겁다.,"The crime is heavy in light of the circumstances, methods, and circumstances before and after the crime.","범행 전후의 정황과 방법, 정황에 비춰볼 때 죄질이 무겁다."
2075,피고인이 경찰관에 대하여 행사한 유형력의 정도가 가볍지 않은 점,The fact that the degree of tangible power exercised by the Defendant against the police officer is not light,피고가 경찰관에 대하여 행사한 유형권의 정도가 가볍지 아니한 점
2082,국가의 법질서를 확립하고 공권력 경시풍조를 근절하기 위하여 이러한 공무집행방해 범행을 가볍게 볼 것이 아니다.,"In order to establish the legal order of the state and to eradicate the trend of belittling public power, such crimes of obstruction of official duties should not be taken lightly.",국가의 법질서를 확립하고 공권력 경시 풍조를 근절하기 위해서는 이런 공무집행방해죄를 가볍게 봐서는 안 된다.
2084,가정폭력 신고를 받고 출동한 경찰관의 가슴 부위를 밀치는 등으로 정당한 공무집행을 방해한 것은 죄질이 나쁘다.,The crime is bad for interfering with the proper execution of official duties by pushing the chest of a police officer who was dispatched after receiving a report of domestic violence.,가정폭력 신고를 받고 출동한 경찰관의 가슴을 밀쳐 공무집행을 방해한 죄가 나쁘다.
2084,다만 영상으로 확인되는 유형력 행사의 정도가 중하지 않고,"However, the degree of tangible force exercise that is confirmed through the video is not important",다만 영상을 통해 확인되는 유형의 힘 행사 정도는 중요하지 않다.
2088,피고인이 저지른 범행내용을 감안할 때 그 죄책이 가볍지 않다.,"Considering the details of the crime committed by the defendant, the crime is not light.",피고인이 저지른 범행 내용을 보면 죄질이 가볍지 않다.
2099,피고인이 행사한 폭행의 정도가 중하지는 않고,The degree of assault by the defendant is not serious,피고에 의한 폭행의 정도는 심각하지 않다.
2113,이 사건 범행수법 및 피해의 정도 등에 비추어 죄질이 가볍다고 보기 어려운 점,"In light of the crime method and the degree of damage in this case, it is difficult to deem that the crime is light",이 사건 범행방법 및 피해정도에 비추어 볼 때 죄질이 가볍다고 보기 어렵다.
2151,다행히 경미한 폭행이어서 피해 경찰관들이 다치지 않은 점,"Fortunately, it was a minor assault, so the police officers were not injured",다행히 가벼운 폭행이어서 경찰관들은 다치지 않았다.
2167,폭행 정도가 가볍지 않은 점 등은 불리한 정상이고,The fact that the degree of assault is not light is not normal,폭행의 정도가 가볍지 않다는 점은 정상이 아니다.
2173,피고인이 행사한 폭행의 정도가 그리 중한 편은 아니었던 것으로 보인다.,It seems that the degree of assault exercised by the Defendant was not so serious.,피고인이 행사한 폭행의 정도가 그리 심각하지 않았던 것으로 보인다.
2185,피고인이 행사한 유형력의 정도도 가볍지 아니하다.,The degree of tangible power exercised by the Defendant is not light either.,피고가 행사하는 유형권력의 정도도 가볍지 않다.
2193,피고인은 112신고를 받고 출동한 경찰관에게 유형력을 행사하여 경찰관의 정당한 직무집행을 방해한 것으로 그 죄가 결코 가볍다고 할 수 없다.,"The Defendant exercised tangible power to the police officer who was dispatched after receiving 112 reports to interfere with the police officer's legitimate performance of his/her duties, and the crime cannot be said to be light.","피고는 112신고를 받고 출동한 경찰관에게 유형권을 행사하여 경찰관의 정당한 직무수행에 지장을 주었으며, 죄질이 가볍다고 할 수 없다."
2193,피고인이 행사한 유형력의 정도가 비교적 중하지 아니한 점을 피고인에게 다소나마 유리한 정상으로 참작하기로 하고,It is decided to take into account the fact that the degree of tangible power exercised by the Defendant is not relatively significant as a summit that is somewhat advantageous to the Defendant,피고가 행사하는 유형권력의 정도가 피고에게 다소 유리한 정상회담으로서 상대적으로 크지 않다는 점을 참작하기로 한다.
2200,- 감경요소: 폭행의 정도가 비교적 경미,- Mitigating factors: The degree of assault is relatively minor,- 완화 요인: 폭행의 정도는 비교적 경미하다.
2205,피고인이 행한 폭행의 정도가 그리 중하지는 않은 점,The degree of assault committed by the Defendant is not so serious,피고인이 저지른 폭행의 정도는 그리 심각하지 않다.
2209,이 사건 범행은 피고인이 정당한 직무를 집행하는 경찰관을 폭행한 것으로 그 죄책이 가볍지 아니하다.,"The crime in this case is that the Defendant assaulted a police officer who performed his/her legitimate duties, and the crime is not light.",이 사건 죄목은 피고인이 정당한 직무를 수행하는 경찰관을 폭행한 것으로 죄질이 가볍지 않다.
